Published date,Positive_Count,Negative_Count,Neutral_Count,Total,Positive_Percentage,Negative_Percentage,Neutral_Percentage
2018-02-25,2,1,1,4,50,25,25
2018-02-26,2,1,5,8,25,12.5,62.5
2018-02-27,1,4,4,9,11.11111111,44.44444444,44.44444444
2018-02-28,5,1,3,9,55.55555556,11.11111111,33.33333333
2018-03-01,1,2,5,8,12.5,25,62.5
2018-03-02,3,3,4,10,30,30,40
2018-03-03,1,3,3,7,14.28571429,42.85714286,42.85714286
2018-03-04,1,1,4,6,16.66666667,16.66666667,66.66666667
2018-03-05,2,3,3,8,25,37.5,37.5
2018-03-06,2,6,2,10,20,60,20
2018-03-07,3,4,3,10,30,40,30
2018-03-08,2,3,5,10,20,30,50
2018-03-09,2,3,4,9,22.22222222,33.33333333,44.44444444
2018-03-10,0,1,1,2,0,50,50
2018-03-11,2,3,4,9,22.22222222,33.33333333,44.44444444
2018-03-12,0,5,5,10,0,50,50
2018-03-13,5,3,1,9,55.55555556,33.33333333,11.11111111
2018-03-14,1,2,6,9,11.11111111,22.22222222,66.66666667
2018-03-15,2,5,2,9,22.22222222,55.55555556,22.22222222
2018-03-16,5,1,4,10,50,10,40
2018-03-17,2,2,5,9,22.22222222,22.22222222,55.55555556
2018-03-18,2,2,4,8,25,25,50
2018-03-19,2,3,3,8,25,37.5,37.5
2018-03-20,3,4,3,10,30,40,30
2018-03-21,1,3,6,10,10,30,60
2018-03-22,1,1,5,7,14.28571429,14.28571429,71.42857143
2018-03-23,2,1,7,10,20,10,70
2018-03-24,2,0,0,2,100,0,0
2018-03-25,1,1,4,6,16.66666667,16.66666667,66.66666667
2018-03-26,4,1,3,8,50,12.5,37.5
2018-03-27,3,3,4,10,30,30,40
2018-03-28,1,2,6,9,11.11111111,22.22222222,66.66666667
2018-03-29,3,4,2,9,33.33333333,44.44444444,22.22222222
2018-03-30,2,2,1,5,40,40,20
2018-03-31,2,0,1,3,66.66666667,0,33.33333333
2018-04-01,2,1,2,5,40,20,40
2018-04-02,4,1,5,10,40,10,50
2018-04-03,1,3,6,10,10,30,60
2018-04-04,2,1,6,9,22.22222222,11.11111111,66.66666667
2018-04-05,1,2,6,9,11.11111111,22.22222222,66.66666667
2018-04-06,4,4,2,10,40,40,20
2018-04-07,3,0,2,5,60,0,40
2018-04-08,3,0,3,6,50,0,50
2018-04-09,2,1,5,8,25,12.5,62.5
2018-04-10,1,1,7,9,11.11111111,11.11111111,77.77777778
2018-04-11,1,3,5,9,11.11111111,33.33333333,55.55555556
2018-04-12,4,3,2,9,44.44444444,33.33333333,22.22222222
2018-04-13,4,2,3,9,44.44444444,22.22222222,33.33333333
2018-04-14,3,1,1,5,60,20,20
2018-04-15,1,1,2,4,25,25,50
2018-04-16,2,2,5,9,22.22222222,22.22222222,55.55555556
2018-04-17,3,0,5,8,37.5,0,62.5
2018-04-18,4,2,3,9,44.44444444,22.22222222,33.33333333
2018-04-19,3,5,2,10,30,50,20
2018-04-20,3,3,4,10,30,30,40
2018-04-21,2,1,4,7,28.57142857,14.28571429,57.14285714
2018-04-22,1,0,4,5,20,0,80
2018-04-23,1,1,7,9,11.11111111,11.11111111,77.77777778
2018-04-24,1,7,2,10,10,70,20
2018-04-25,3,1,4,8,37.5,12.5,50
2018-04-26,2,2,6,10,20,20,60
2018-04-27,5,0,4,9,55.55555556,0,44.44444444
2018-04-28,2,0,4,6,33.33333333,0,66.66666667
2018-04-29,3,1,4,8,37.5,12.5,50
2018-04-30,2,2,5,9,22.22222222,22.22222222,55.55555556
2018-05-01,2,1,5,8,25,12.5,62.5
2018-05-02,1,0,7,8,12.5,0,87.5
2018-05-03,0,3,7,10,0,30,70
2018-05-04,5,2,2,9,55.55555556,22.22222222,22.22222222
2018-05-05,5,1,4,10,50,10,40
2018-05-06,0,1,1,2,0,50,50
2018-05-07,2,3,5,10,20,30,50
2018-05-08,3,0,6,9,33.33333333,0,66.66666667
2018-05-09,2,2,3,7,28.57142857,28.57142857,42.85714286
2018-05-10,1,1,7,9,11.11111111,11.11111111,77.77777778
2018-05-11,1,3,5,9,11.11111111,33.33333333,55.55555556
2018-05-12,2,2,4,8,25,25,50
2018-05-13,2,2,3,7,28.57142857,28.57142857,42.85714286
2018-05-14,1,3,6,10,10,30,60
2018-05-15,1,3,5,9,11.11111111,33.33333333,55.55555556
2018-05-16,1,5,4,10,10,50,40
2018-05-17,3,1,6,10,30,10,60
2018-05-18,2,4,4,10,20,40,40
2018-05-19,1,0,3,4,25,0,75
2018-05-20,4,1,5,10,40,10,50
2018-05-21,5,1,3,9,55.55555556,11.11111111,33.33333333
2018-05-22,5,1,2,8,62.5,12.5,25
2018-05-23,4,3,3,10,40,30,30
2018-05-24,0,1,6,7,0,14.28571429,85.71428571
2018-05-25,5,2,3,10,50,20,30
2018-05-26,3,2,0,5,60,40,0
2018-05-27,0,1,6,7,0,14.28571429,85.71428571
2018-05-28,1,5,4,10,10,50,40
2018-05-29,2,2,4,8,25,25,50
2018-05-30,1,5,3,9,11.11111111,55.55555556,33.33333333
2018-05-31,3,1,6,10,30,10,60
2018-06-01,3,0,5,8,37.5,0,62.5
2018-06-02,2,0,3,5,40,0,60
2018-06-03,1,1,4,6,16.66666667,16.66666667,66.66666667
2018-06-04,3,0,6,9,33.33333333,0,66.66666667
2018-06-05,3,2,4,9,33.33333333,22.22222222,44.44444444
2018-06-06,4,0,5,9,44.44444444,0,55.55555556
2018-06-07,2,3,4,9,22.22222222,33.33333333,44.44444444
2018-06-08,2,1,5,8,25,12.5,62.5
2018-06-09,1,0,5,6,16.66666667,0,83.33333333
2018-06-10,4,0,3,7,57.14285714,0,42.85714286
2018-06-11,4,2,3,9,44.44444444,22.22222222,33.33333333
2018-06-12,5,2,3,10,50,20,30
2018-06-13,5,2,3,10,50,20,30
2018-06-14,4,1,5,10,40,10,50
2018-06-15,3,2,5,10,30,20,50
2018-06-16,2,0,5,7,28.57142857,0,71.42857143
2018-06-17,4,0,4,8,50,0,50
2018-06-18,4,1,5,10,40,10,50
2018-06-19,4,2,3,9,44.44444444,22.22222222,33.33333333
2018-06-20,1,3,5,9,11.11111111,33.33333333,55.55555556
2018-06-21,1,2,6,9,11.11111111,22.22222222,66.66666667
2018-06-22,1,3,5,9,11.11111111,33.33333333,55.55555556
2018-06-23,1,2,2,5,20,40,40
2018-06-24,1,3,2,6,16.66666667,50,33.33333333
2018-06-25,1,2,5,8,12.5,25,62.5
2018-06-26,4,2,2,8,50,25,25
2018-06-27,1,3,6,10,10,30,60
2018-06-28,4,0,4,8,50,0,50
2018-06-29,3,1,5,9,33.33333333,11.11111111,55.55555556
2018-06-30,0,1,4,5,0,20,80
2018-07-01,7,0,3,10,70,0,30
2018-07-02,2,2,3,7,28.57142857,28.57142857,42.85714286
2018-07-03,1,2,5,8,12.5,25,62.5
2018-07-04,1,3,2,6,16.66666667,50,33.33333333
2018-07-05,5,2,1,8,62.5,25,12.5
2018-07-06,3,3,2,8,37.5,37.5,25
2018-07-07,2,2,3,7,28.57142857,28.57142857,42.85714286
2018-07-08,2,2,1,5,40,40,20
2018-07-09,3,2,5,10,30,20,50
2018-07-10,4,2,3,9,44.44444444,22.22222222,33.33333333
2018-07-11,3,3,3,9,33.33333333,33.33333333,33.33333333
2018-07-12,3,1,5,9,33.33333333,11.11111111,55.55555556
2018-07-13,4,0,6,10,40,0,60
2018-07-14,3,0,3,6,50,0,50
2018-07-15,1,3,6,10,10,30,60
2018-07-16,6,0,1,7,85.71428571,0,14.28571429
2018-07-17,3,3,4,10,30,30,40
2018-07-18,4,3,3,10,40,30,30
2018-07-19,3,2,5,10,30,20,50
2018-07-20,3,0,4,7,42.85714286,0,57.14285714
2018-07-21,3,2,3,8,37.5,25,37.5
2018-07-22,2,1,5,8,25,12.5,62.5
2018-07-23,4,0,4,8,50,0,50
2018-07-24,4,0,6,10,40,0,60
2018-07-25,2,2,4,8,25,25,50
2018-07-26,1,6,3,10,10,60,30
2018-07-27,0,4,3,7,0,57.14285714,42.85714286
2018-07-28,1,1,0,2,50,50,0
2018-07-29,2,1,1,4,50,25,25
2018-07-30,2,1,6,9,22.22222222,11.11111111,66.66666667
2018-07-31,4,2,1,7,57.14285714,28.57142857,14.28571429
2018-08-01,4,2,3,9,44.44444444,22.22222222,33.33333333
2018-08-02,6,2,2,10,60,20,20
2018-08-03,2,1,6,9,22.22222222,11.11111111,66.66666667
2018-08-04,2,0,4,6,33.33333333,0,66.66666667
2018-08-05,4,1,1,6,66.66666667,16.66666667,16.66666667
2018-08-06,1,2,6,9,11.11111111,22.22222222,66.66666667
2018-08-07,3,4,3,10,30,40,30
2018-08-08,3,1,5,9,33.33333333,11.11111111,55.55555556
2018-08-09,6,4,0,10,60,40,0
2018-08-10,3,2,5,10,30,20,50
2018-08-11,2,1,6,9,22.22222222,11.11111111,66.66666667
2018-08-12,4,0,3,7,57.14285714,0,42.85714286
2018-08-13,2,2,6,10,20,20,60
2018-08-14,1,4,5,10,10,40,50
2018-08-15,6,2,2,10,60,20,20
2018-08-16,2,0,6,8,25,0,75
2018-08-17,2,1,4,7,28.57142857,14.28571429,57.14285714
2018-08-18,2,1,4,7,28.57142857,14.28571429,57.14285714
2018-08-19,4,0,1,5,80,0,20
2018-08-20,4,5,1,10,40,50,10
2018-08-21,2,3,3,8,25,37.5,37.5
2018-08-22,2,1,7,10,20,10,70
2018-08-23,2,3,5,10,20,30,50
2018-08-24,1,1,3,5,20,20,60
2018-08-25,1,1,3,5,20,20,60
2018-08-26,2,2,4,8,25,25,50
2018-08-27,1,2,6,9,11.11111111,22.22222222,66.66666667
2018-08-28,1,2,5,8,12.5,25,62.5
2018-08-29,3,0,5,8,37.5,0,62.5
2018-08-30,2,1,4,7,28.57142857,14.28571429,57.14285714
2018-08-31,0,2,6,8,0,25,75
2018-09-01,2,0,3,5,40,0,60
2018-09-02,2,2,5,9,22.22222222,22.22222222,55.55555556
2018-09-03,4,2,2,8,50,25,25
2018-09-04,1,2,6,9,11.11111111,22.22222222,66.66666667
2018-09-05,2,2,5,9,22.22222222,22.22222222,55.55555556
2018-09-06,1,3,6,10,10,30,60
2018-09-07,2,2,4,8,25,25,50
2018-09-08,4,1,4,9,44.44444444,11.11111111,44.44444444
2018-09-09,0,2,2,4,0,50,50
2018-09-10,5,1,4,10,50,10,40
2018-09-11,2,3,4,9,22.22222222,33.33333333,44.44444444
2018-09-12,4,0,5,9,44.44444444,0,55.55555556
2018-09-13,2,3,5,10,20,30,50
2018-09-14,5,1,4,10,50,10,40
2018-09-15,1,0,1,2,50,0,50
2018-09-16,2,1,6,9,22.22222222,11.11111111,66.66666667
2018-09-17,1,1,5,7,14.28571429,14.28571429,71.42857143
2018-09-18,3,2,4,9,33.33333333,22.22222222,44.44444444
2018-09-19,2,3,5,10,20,30,50
2018-09-20,4,1,4,9,44.44444444,11.11111111,44.44444444
2018-09-21,2,4,4,10,20,40,40
2018-09-22,4,0,3,7,57.14285714,0,42.85714286
2018-09-23,2,2,3,7,28.57142857,28.57142857,42.85714286
2018-09-24,4,1,5,10,40,10,50
2018-09-25,4,1,4,9,44.44444444,11.11111111,44.44444444
2018-09-26,3,1,5,9,33.33333333,11.11111111,55.55555556
2018-09-27,1,2,6,9,11.11111111,22.22222222,66.66666667
2018-09-28,3,1,4,8,37.5,12.5,50
2018-09-29,2,0,3,5,40,0,60
2018-09-30,4,1,1,6,66.66666667,16.66666667,16.66666667
2018-10-01,2,1,5,8,25,12.5,62.5
2018-10-02,2,1,5,8,25,12.5,62.5
2018-10-03,3,2,4,9,33.33333333,22.22222222,44.44444444
2018-10-04,1,1,8,10,10,10,80
2018-10-05,3,3,3,9,33.33333333,33.33333333,33.33333333
2018-10-06,3,1,1,5,60,20,20
2018-10-07,1,2,1,4,25,50,25
2018-10-08,2,1,3,6,33.33333333,16.66666667,50
2018-10-09,4,0,6,10,40,0,60
2018-10-10,4,3,2,9,44.44444444,33.33333333,22.22222222
2018-10-11,2,3,3,8,25,37.5,37.5
2018-10-12,2,3,5,10,20,30,50
2018-10-13,1,1,4,6,16.66666667,16.66666667,66.66666667
2018-10-14,3,2,0,5,60,40,0
2018-10-15,2,2,4,8,25,25,50
2018-10-16,0,5,3,8,0,62.5,37.5
2018-10-17,1,1,3,5,20,20,60
2018-10-18,4,2,3,9,44.44444444,22.22222222,33.33333333
2018-10-19,3,3,4,10,30,30,40
2018-10-20,0,0,3,3,0,0,100
2018-10-21,0,1,1,2,0,50,50
2018-10-22,2,1,6,9,22.22222222,11.11111111,66.66666667
2018-10-23,1,2,6,9,11.11111111,22.22222222,66.66666667
2018-10-24,1,2,5,8,12.5,25,62.5
2018-10-25,0,4,6,10,0,40,60
2018-10-26,3,0,6,9,33.33333333,0,66.66666667
2018-10-27,4,1,1,6,66.66666667,16.66666667,16.66666667
2018-10-28,1,0,7,8,12.5,0,87.5
2018-10-29,2,2,4,8,25,25,50
2018-10-30,3,2,5,10,30,20,50
2018-10-31,3,4,3,10,30,40,30
2018-11-01,3,1,5,9,33.33333333,11.11111111,55.55555556
2018-11-02,1,1,7,9,11.11111111,11.11111111,77.77777778
2018-11-03,1,1,4,6,16.66666667,16.66666667,66.66666667
2018-11-04,1,1,3,5,20,20,60
2018-11-05,3,2,5,10,30,20,50
2018-11-06,2,4,3,9,22.22222222,44.44444444,33.33333333
2018-11-07,2,3,5,10,20,30,50
2018-11-08,5,2,1,8,62.5,25,12.5
2018-11-09,4,3,2,9,44.44444444,33.33333333,22.22222222
2018-11-10,0,2,1,3,0,66.66666667,33.33333333
2018-11-11,0,2,1,3,0,66.66666667,33.33333333
2018-11-12,2,3,3,8,25,37.5,37.5
2018-11-13,0,4,5,9,0,44.44444444,55.55555556
2018-11-14,1,4,5,10,10,40,50
2018-11-15,2,6,2,10,20,60,20
2018-11-16,3,6,0,9,33.33333333,66.66666667,0
2018-11-17,1,3,4,8,12.5,37.5,50
2018-11-18,1,2,1,4,25,50,25
2018-11-19,2,3,5,10,20,30,50
2018-11-20,3,2,4,9,33.33333333,22.22222222,44.44444444
2018-11-21,3,3,4,10,30,30,40
2018-11-22,1,1,4,6,16.66666667,16.66666667,66.66666667
2018-11-23,3,3,3,9,33.33333333,33.33333333,33.33333333
2018-11-24,3,1,5,9,33.33333333,11.11111111,55.55555556
2018-11-25,2,3,3,8,25,37.5,37.5
2018-11-26,2,6,2,10,20,60,20
2018-11-27,5,4,1,10,50,40,10
2018-11-28,4,2,4,10,40,20,40
2018-11-29,7,2,1,10,70,20,10
2018-11-30,2,1,7,10,20,10,70
2018-12-01,2,1,5,8,25,12.5,62.5
2018-12-02,0,1,3,4,0,25,75
2018-12-03,3,2,4,9,33.33333333,22.22222222,44.44444444
2018-12-04,2,4,2,8,25,50,25
2018-12-05,2,2,3,7,28.57142857,28.57142857,42.85714286
2018-12-06,1,4,5,10,10,40,50
2018-12-07,0,1,5,6,0,16.66666667,83.33333333
2018-12-08,1,1,3,5,20,20,60
2018-12-09,1,1,0,2,50,50,0
2018-12-10,6,4,0,10,60,40,0
2018-12-11,3,1,5,9,33.33333333,11.11111111,55.55555556
2018-12-12,2,1,5,8,25,12.5,62.5
2018-12-13,1,2,5,8,12.5,25,62.5
2018-12-14,1,2,6,9,11.11111111,22.22222222,66.66666667
2018-12-15,3,1,1,5,60,20,20
2018-12-16,1,3,3,7,14.28571429,42.85714286,42.85714286
2018-12-17,2,0,6,8,25,0,75
2018-12-18,1,1,8,10,10,10,80
2018-12-19,2,2,5,9,22.22222222,22.22222222,55.55555556
2018-12-20,1,2,5,8,12.5,25,62.5
2018-12-21,0,3,7,10,0,30,70
2018-12-22,0,0,1,1,0,0,100
2018-12-23,2,1,2,5,40,20,40
2018-12-24,3,3,2,8,37.5,37.5,25
2018-12-25,2,0,4,6,33.33333333,0,66.66666667
2018-12-26,2,1,4,7,28.57142857,14.28571429,57.14285714
2018-12-27,0,4,4,8,0,50,50
2018-12-28,2,4,2,8,25,50,25
2018-12-29,1,2,5,8,12.5,25,62.5
2018-12-30,1,0,3,4,25,0,75
2018-12-31,2,1,5,8,25,12.5,62.5
2019-01-01,1,4,1,6,16.66666667,66.66666667,16.66666667
2019-01-02,3,2,4,9,33.33333333,22.22222222,44.44444444
2019-01-03,5,2,2,9,55.55555556,22.22222222,22.22222222
2019-01-04,2,2,5,9,22.22222222,22.22222222,55.55555556
2019-01-05,2,5,3,10,20,50,30
2019-01-06,2,4,3,9,22.22222222,44.44444444,33.33333333
2019-01-07,2,0,7,9,22.22222222,0,77.77777778
2019-01-08,0,2,6,8,0,25,75
2019-01-09,2,2,4,8,25,25,50
2019-01-10,0,4,4,8,0,50,50
2019-01-11,4,3,2,9,44.44444444,33.33333333,22.22222222
2019-01-12,3,0,4,7,42.85714286,0,57.14285714
2019-01-13,3,0,0,3,100,0,0
2019-01-14,2,2,6,10,20,20,60
2019-01-15,2,4,4,10,20,40,40
2019-01-16,0,4,3,7,0,57.14285714,42.85714286
2019-01-17,3,1,3,7,42.85714286,14.28571429,42.85714286
2019-01-18,0,2,6,8,0,25,75
2019-01-19,2,2,3,7,28.57142857,28.57142857,42.85714286
2019-01-20,0,2,3,5,0,40,60
2019-01-21,3,2,4,9,33.33333333,22.22222222,44.44444444
2019-01-22,2,1,1,4,50,25,25
2019-01-23,3,0,6,9,33.33333333,0,66.66666667
2019-01-24,3,3,1,7,42.85714286,42.85714286,14.28571429
2019-01-25,3,2,2,7,42.85714286,28.57142857,28.57142857
2019-01-26,2,1,3,6,33.33333333,16.66666667,50
2019-01-27,4,0,0,4,100,0,0
2019-01-28,1,2,5,8,12.5,25,62.5
2019-01-29,3,4,3,10,30,40,30
2019-01-30,3,1,3,7,42.85714286,14.28571429,42.85714286
2019-01-31,3,2,3,8,37.5,25,37.5
2019-02-01,2,1,5,8,25,12.5,62.5
2019-02-02,1,0,5,6,16.66666667,0,83.33333333
2019-02-03,0,4,2,6,0,66.66666667,33.33333333
2019-02-04,1,1,5,7,14.28571429,14.28571429,71.42857143
2019-02-05,3,4,1,8,37.5,50,12.5
2019-02-06,2,1,5,8,25,12.5,62.5
2019-02-07,5,0,2,7,71.42857143,0,28.57142857
2019-02-08,3,3,4,10,30,30,40
2019-02-09,2,3,3,8,25,37.5,37.5
2019-02-10,3,1,1,5,60,20,20
2019-02-11,2,4,3,9,22.22222222,44.44444444,33.33333333
2019-02-12,3,3,3,9,33.33333333,33.33333333,33.33333333
2019-02-13,2,2,3,7,28.57142857,28.57142857,42.85714286
2019-02-14,3,3,4,10,30,30,40
2019-02-15,2,3,3,8,25,37.5,37.5
2019-02-16,2,1,4,7,28.57142857,14.28571429,57.14285714
2019-02-17,3,0,1,4,75,0,25
2019-02-18,5,0,4,9,55.55555556,0,44.44444444
2019-02-19,2,0,7,9,22.22222222,0,77.77777778
2019-02-20,2,2,3,7,28.57142857,28.57142857,42.85714286
2019-02-21,4,0,4,8,50,0,50
2019-02-22,4,1,3,8,50,12.5,37.5
2019-02-23,1,0,6,7,14.28571429,0,85.71428571
2019-02-24,4,2,1,7,57.14285714,28.57142857,14.28571429
2019-02-25,3,2,4,9,33.33333333,22.22222222,44.44444444
2019-02-26,3,0,5,8,37.5,0,62.5
2019-02-27,1,2,4,7,14.28571429,28.57142857,57.14285714
2019-02-28,2,4,3,9,22.22222222,44.44444444,33.33333333
2019-03-01,0,1,7,8,0,12.5,87.5
2019-03-02,1,1,1,3,33.33333333,33.33333333,33.33333333
2019-03-03,1,1,3,5,20,20,60
2019-03-04,4,1,5,10,40,10,50
2019-03-05,3,3,3,9,33.33333333,33.33333333,33.33333333
2019-03-06,4,1,3,8,50,12.5,37.5
2019-03-07,1,0,8,9,11.11111111,0,88.88888889
2019-03-08,2,6,1,9,22.22222222,66.66666667,11.11111111
2019-03-09,1,2,1,4,25,50,25
2019-03-10,2,3,1,6,33.33333333,50,16.66666667
2019-03-11,4,2,3,9,44.44444444,22.22222222,33.33333333
2019-03-12,5,1,2,8,62.5,12.5,25
2019-03-13,2,2,5,9,22.22222222,22.22222222,55.55555556
2019-03-14,1,4,3,8,12.5,50,37.5
2019-03-15,3,1,5,9,33.33333333,11.11111111,55.55555556
2019-03-16,3,1,4,8,37.5,12.5,50
2019-03-17,0,2,2,4,0,50,50
2019-03-18,4,2,4,10,40,20,40
2019-03-19,4,0,3,7,57.14285714,0,42.85714286
2019-03-20,2,2,3,7,28.57142857,28.57142857,42.85714286
2019-03-21,4,1,2,7,57.14285714,14.28571429,28.57142857
2019-03-22,1,3,5,9,11.11111111,33.33333333,55.55555556
2019-03-23,1,0,6,7,14.28571429,0,85.71428571
2019-03-24,2,1,3,6,33.33333333,16.66666667,50
2019-03-25,1,3,6,10,10,30,60
2019-03-26,3,3,4,10,30,30,40
2019-03-27,4,1,3,8,50,12.5,37.5
2019-03-28,2,1,6,9,22.22222222,11.11111111,66.66666667
2019-03-29,3,1,5,9,33.33333333,11.11111111,55.55555556
2019-03-30,1,2,2,5,20,40,40
2019-03-31,1,0,3,4,25,0,75
2019-04-01,3,4,1,8,37.5,50,12.5
2019-04-02,4,0,6,10,40,0,60
2019-04-03,1,1,7,9,11.11111111,11.11111111,77.77777778
2019-04-04,1,3,5,9,11.11111111,33.33333333,55.55555556
2019-04-05,3,2,3,8,37.5,25,37.5
2019-04-06,0,1,4,5,0,20,80
2019-04-07,2,2,4,8,25,25,50
2019-04-08,1,2,6,9,11.11111111,22.22222222,66.66666667
2019-04-09,2,2,4,8,25,25,50
2019-04-10,3,1,1,5,60,20,20
2019-04-11,1,2,5,8,12.5,25,62.5
2019-04-12,1,3,2,6,16.66666667,50,33.33333333
2019-04-13,1,1,1,3,33.33333333,33.33333333,33.33333333
2019-04-14,1,0,3,4,25,0,75
2019-04-15,3,1,6,10,30,10,60
2019-04-16,3,2,4,9,33.33333333,22.22222222,44.44444444
2019-04-17,3,1,4,8,37.5,12.5,50
2019-04-18,2,2,5,9,22.22222222,22.22222222,55.55555556
2019-04-19,1,3,5,9,11.11111111,33.33333333,55.55555556
2019-04-20,0,2,1,3,0,66.66666667,33.33333333
2019-04-21,3,2,3,8,37.5,25,37.5
2019-04-22,3,2,3,8,37.5,25,37.5
2019-04-23,4,3,3,10,40,30,30
2019-04-24,2,1,7,10,20,10,70
2019-04-25,2,1,5,8,25,12.5,62.5
2019-04-26,2,1,7,10,20,10,70
2019-04-27,1,1,3,5,20,20,60
2019-04-28,0,3,6,9,0,33.33333333,66.66666667
2019-04-29,1,2,5,8,12.5,25,62.5
2019-04-30,2,1,5,8,25,12.5,62.5
2019-05-01,2,4,3,9,22.22222222,44.44444444,33.33333333
2019-05-02,3,1,5,9,33.33333333,11.11111111,55.55555556
2019-05-03,1,2,6,9,11.11111111,22.22222222,66.66666667
2019-05-04,1,2,1,4,25,50,25
2019-05-05,3,3,1,7,42.85714286,42.85714286,14.28571429
2019-05-06,0,3,7,10,0,30,70
2019-05-07,1,5,4,10,10,50,40
2019-05-08,5,1,0,6,83.33333333,16.66666667,0
2019-05-09,1,4,4,9,11.11111111,44.44444444,44.44444444
2019-05-10,4,0,4,8,50,0,50
2019-05-11,2,0,6,8,25,0,75
2019-05-12,0,2,2,4,0,50,50
2019-05-13,1,2,5,8,12.5,25,62.5
2019-05-14,3,0,6,9,33.33333333,0,66.66666667
2019-05-15,4,2,2,8,50,25,25
2019-05-16,2,1,6,9,22.22222222,11.11111111,66.66666667
2019-05-17,1,3,4,8,12.5,37.5,50
2019-05-18,1,1,4,6,16.66666667,16.66666667,66.66666667
2019-05-19,0,2,5,7,0,28.57142857,71.42857143
2019-05-20,1,5,3,9,11.11111111,55.55555556,33.33333333
2019-05-21,0,0,6,6,0,0,100
2019-05-22,2,1,7,10,20,10,70
2019-05-23,3,1,5,9,33.33333333,11.11111111,55.55555556
2019-05-24,3,1,6,10,30,10,60
2019-05-25,2,1,2,5,40,20,40
2019-05-26,0,2,3,5,0,40,60
2019-05-27,1,1,5,7,14.28571429,14.28571429,71.42857143
2019-05-28,1,1,6,8,12.5,12.5,75
2019-05-29,1,1,5,7,14.28571429,14.28571429,71.42857143
2019-05-30,2,0,7,9,22.22222222,0,77.77777778
2019-05-31,2,3,4,9,22.22222222,33.33333333,44.44444444
2019-06-01,0,0,2,2,0,0,100
2019-06-02,1,1,4,6,16.66666667,16.66666667,66.66666667
2019-06-03,2,2,6,10,20,20,60
2019-06-04,1,2,5,8,12.5,25,62.5
2019-06-05,2,2,6,10,20,20,60
2019-06-06,1,4,2,7,14.28571429,57.14285714,28.57142857
2019-06-07,2,5,3,10,20,50,30
2019-06-08,0,1,3,4,0,25,75
2019-06-09,2,2,4,8,25,25,50
2019-06-10,3,2,4,9,33.33333333,22.22222222,44.44444444
2019-06-11,2,2,5,9,22.22222222,22.22222222,55.55555556
2019-06-12,2,3,2,7,28.57142857,42.85714286,28.57142857
2019-06-13,2,2,5,9,22.22222222,22.22222222,55.55555556
2019-06-14,2,1,5,8,25,12.5,62.5
2019-06-15,0,1,1,2,0,50,50
2019-06-16,3,0,3,6,50,0,50
2019-06-17,2,1,5,8,25,12.5,62.5
2019-06-18,1,3,6,10,10,30,60
2019-06-19,3,1,4,8,37.5,12.5,50
2019-06-20,3,0,5,8,37.5,0,62.5
2019-06-21,3,1,4,8,37.5,12.5,50
2019-06-22,0,0,3,3,0,0,100
2019-06-23,1,3,3,7,14.28571429,42.85714286,42.85714286
2019-06-24,3,1,4,8,37.5,12.5,50
2019-06-25,3,1,5,9,33.33333333,11.11111111,55.55555556
2019-06-26,0,4,5,9,0,44.44444444,55.55555556
2019-06-27,4,0,5,9,44.44444444,0,55.55555556
2019-06-28,2,1,6,9,22.22222222,11.11111111,66.66666667
