Published date,Positive_Count,Negative_Count,Neutral_Count,Total,Positive_Percentage,Negative_Percentage,Neutral_Percentage
2020-11-08,1,0,3,4,25,0,75
2020-11-09,0,4,4,8,0,50,50
2020-11-10,4,2,3,9,44.44444444,22.22222222,33.33333333
2020-11-11,2,3,5,10,20,30,50
2020-11-12,4,1,2,7,57.14285714,14.28571429,28.57142857
2020-11-13,5,0,4,9,55.55555556,0,44.44444444
2020-11-14,1,1,3,5,20,20,60
2020-11-15,3,2,1,6,50,33.33333333,16.66666667
2020-11-16,1,3,5,9,11.11111111,33.33333333,55.55555556
2020-11-17,1,2,5,8,12.5,25,62.5
2020-11-18,2,1,7,10,20,10,70
2020-11-19,2,2,6,10,20,20,60
2020-11-20,2,0,5,7,28.57142857,0,71.42857143
2020-11-21,3,1,1,5,60,20,20
2020-11-22,1,0,0,1,100,0,0
2020-11-23,0,0,7,7,0,0,100
2020-11-24,2,1,6,9,22.22222222,11.11111111,66.66666667
2020-11-25,5,1,4,10,50,10,40
2020-11-26,1,1,8,10,10,10,80
2020-11-27,5,1,3,9,55.55555556,11.11111111,33.33333333
2020-11-28,1,3,4,8,12.5,37.5,50
2020-11-29,3,1,2,6,50,16.66666667,33.33333333
2020-11-30,2,0,7,9,22.22222222,0,77.77777778
2020-12-01,2,3,5,10,20,30,50
2020-12-02,7,1,2,10,70,10,20
2020-12-03,2,1,6,9,22.22222222,11.11111111,66.66666667
2020-12-04,3,0,7,10,30,0,70
2020-12-05,3,2,1,6,50,33.33333333,16.66666667
2020-12-06,3,0,2,5,60,0,40
2020-12-07,2,4,3,9,22.22222222,44.44444444,33.33333333
2020-12-08,3,3,3,9,33.33333333,33.33333333,33.33333333
2020-12-09,3,3,2,8,37.5,37.5,25
2020-12-10,2,1,5,8,25,12.5,62.5
2020-12-11,1,1,8,10,10,10,80
2020-12-12,5,1,2,8,62.5,12.5,25
2020-12-13,3,2,1,6,50,33.33333333,16.66666667
2020-12-14,3,2,3,8,37.5,25,37.5
2020-12-15,4,0,3,7,57.14285714,0,42.85714286
2020-12-16,4,2,4,10,40,20,40
2020-12-17,2,1,7,10,20,10,70
2020-12-18,5,2,3,10,50,20,30
2020-12-19,1,0,5,6,16.66666667,0,83.33333333
2020-12-20,3,3,4,10,30,30,40
2020-12-21,3,3,2,8,37.5,37.5,25
2020-12-22,2,4,4,10,20,40,40
2020-12-23,4,1,4,9,44.44444444,11.11111111,44.44444444
2020-12-24,5,1,3,9,55.55555556,11.11111111,33.33333333
2020-12-25,1,0,4,5,20,0,80
2020-12-26,4,0,2,6,66.66666667,0,33.33333333
2020-12-27,3,1,3,7,42.85714286,14.28571429,42.85714286
2020-12-28,3,0,5,8,37.5,0,62.5
2020-12-29,2,0,6,8,25,0,75
2020-12-30,2,1,6,9,22.22222222,11.11111111,66.66666667
2020-12-31,2,1,2,5,40,20,40
2021-01-01,1,2,5,8,12.5,25,62.5
2021-01-02,3,0,6,9,33.33333333,0,66.66666667
2021-01-03,4,1,5,10,40,10,50
2021-01-04,2,3,4,9,22.22222222,33.33333333,44.44444444
2021-01-05,4,3,3,10,40,30,30
2021-01-06,2,1,7,10,20,10,70
2021-01-07,4,1,5,10,40,10,50
2021-01-08,4,1,5,10,40,10,50
2021-01-09,4,3,3,10,40,30,30
2021-01-10,1,3,5,9,11.11111111,33.33333333,55.55555556
2021-01-11,2,3,4,9,22.22222222,33.33333333,44.44444444
2021-01-12,4,3,3,10,40,30,30
2021-01-13,3,2,5,10,30,20,50
2021-01-14,4,3,3,10,40,30,30
2021-01-15,3,3,3,9,33.33333333,33.33333333,33.33333333
2021-01-16,1,2,4,7,14.28571429,28.57142857,57.14285714
2021-01-17,3,1,4,8,37.5,12.5,50
2021-01-18,1,4,4,9,11.11111111,44.44444444,44.44444444
2021-01-19,1,1,7,9,11.11111111,11.11111111,77.77777778
2021-01-20,4,2,4,10,40,20,40
2021-01-21,6,3,1,10,60,30,10
2021-01-22,1,2,6,9,11.11111111,22.22222222,66.66666667
2021-01-23,3,2,4,9,33.33333333,22.22222222,44.44444444
2021-01-24,2,4,2,8,25,50,25
2021-01-25,2,1,7,10,20,10,70
2021-01-26,6,0,2,8,75,0,25
2021-01-27,4,2,4,10,40,20,40
2021-01-28,2,3,5,10,20,30,50
2021-01-29,0,0,10,10,0,0,100
2021-01-30,1,2,3,6,16.66666667,33.33333333,50
2021-01-31,3,2,2,7,42.85714286,28.57142857,28.57142857
2021-02-01,3,1,5,9,33.33333333,11.11111111,55.55555556
2021-02-02,2,0,8,10,20,0,80
2021-02-03,3,0,7,10,30,0,70
2021-02-04,3,3,4,10,30,30,40
2021-02-05,2,5,3,10,20,50,30
2021-02-06,2,1,6,9,22.22222222,11.11111111,66.66666667
2021-02-07,5,2,2,9,55.55555556,22.22222222,22.22222222
2021-02-08,2,1,7,10,20,10,70
2021-02-09,4,1,5,10,40,10,50
2021-02-10,4,1,5,10,40,10,50
2021-02-11,7,2,1,10,70,20,10
2021-02-12,2,1,7,10,20,10,70
2021-02-13,3,3,3,9,33.33333333,33.33333333,33.33333333
2021-02-14,3,1,4,8,37.5,12.5,50
2021-02-15,2,2,6,10,20,20,60
2021-02-16,3,2,3,8,37.5,25,37.5
2021-02-17,2,2,6,10,20,20,60
2021-02-18,6,1,3,10,60,10,30
2021-02-19,3,0,6,9,33.33333333,0,66.66666667
2021-02-20,5,0,4,9,55.55555556,0,44.44444444
2021-02-21,3,0,5,8,37.5,0,62.5
2021-02-22,2,2,6,10,20,20,60
2021-02-23,4,3,2,9,44.44444444,33.33333333,22.22222222
2021-02-24,5,2,3,10,50,20,30
2021-02-25,4,2,4,10,40,20,40
2021-02-26,2,2,5,9,22.22222222,22.22222222,55.55555556
2021-02-27,4,0,3,7,57.14285714,0,42.85714286
2021-02-28,4,1,1,6,66.66666667,16.66666667,16.66666667
2021-03-01,1,3,6,10,10,30,60
2021-03-02,3,1,6,10,30,10,60
2021-03-03,3,2,5,10,30,20,50
2021-03-04,1,3,6,10,10,30,60
2021-03-05,3,1,5,9,33.33333333,11.11111111,55.55555556
2021-03-06,3,1,2,6,50,16.66666667,33.33333333
2021-03-07,0,1,4,5,0,20,80
2021-03-08,4,0,6,10,40,0,60
2021-03-09,2,2,6,10,20,20,60
2021-03-10,2,4,4,10,20,40,40
2021-03-11,7,1,2,10,70,10,20
2021-03-12,0,8,1,9,0,88.88888889,11.11111111
2021-03-13,2,1,7,10,20,10,70
2021-03-14,5,1,1,7,71.42857143,14.28571429,14.28571429
2021-03-15,3,1,4,8,37.5,12.5,50
2021-03-16,5,0,3,8,62.5,0,37.5
2021-03-17,3,1,5,9,33.33333333,11.11111111,55.55555556
2021-03-18,1,1,8,10,10,10,80
2021-03-19,1,2,7,10,10,20,70
2021-03-20,2,1,2,5,40,20,40
2021-03-21,1,1,3,5,20,20,60
2021-03-22,7,0,3,10,70,0,30
2021-03-23,3,1,5,9,33.33333333,11.11111111,55.55555556
2021-03-24,2,3,5,10,20,30,50
2021-03-25,2,1,6,9,22.22222222,11.11111111,66.66666667
2021-03-26,4,0,6,10,40,0,60
2021-03-27,1,2,4,7,14.28571429,28.57142857,57.14285714
2021-03-28,0,2,6,8,0,25,75
2021-03-29,2,1,7,10,20,10,70
2021-03-30,7,0,3,10,70,0,30
2021-03-31,4,0,4,8,50,0,50
2021-04-01,5,1,3,9,55.55555556,11.11111111,33.33333333
2021-04-02,2,2,6,10,20,20,60
2021-04-03,3,0,6,9,33.33333333,0,66.66666667
2021-04-04,1,2,5,8,12.5,25,62.5
2021-04-05,1,2,7,10,10,20,70
2021-04-06,3,0,5,8,37.5,0,62.5
2021-04-07,0,2,7,9,0,22.22222222,77.77777778
2021-04-08,1,1,7,9,11.11111111,11.11111111,77.77777778
2021-04-09,3,1,4,8,37.5,12.5,50
2021-04-10,3,3,3,9,33.33333333,33.33333333,33.33333333
2021-04-11,5,2,2,9,55.55555556,22.22222222,22.22222222
2021-04-12,2,1,5,8,25,12.5,62.5
2021-04-13,2,1,7,10,20,10,70
2021-04-14,4,0,5,9,44.44444444,0,55.55555556
2021-04-15,5,1,4,10,50,10,40
2021-04-16,4,1,5,10,40,10,50
2021-04-17,2,2,5,9,22.22222222,22.22222222,55.55555556
2021-04-18,0,2,7,9,0,22.22222222,77.77777778
2021-04-19,1,3,5,9,11.11111111,33.33333333,55.55555556
2021-04-20,5,2,3,10,50,20,30
2021-04-21,5,0,5,10,50,0,50
2021-04-22,4,4,2,10,40,40,20
2021-04-23,4,1,5,10,40,10,50
2021-04-24,4,2,1,7,57.14285714,28.57142857,14.28571429
2021-04-25,2,2,5,9,22.22222222,22.22222222,55.55555556
2021-04-26,6,0,4,10,60,0,40
2021-04-27,5,0,4,9,55.55555556,0,44.44444444
2021-04-28,4,4,2,10,40,40,20
2021-04-29,3,1,5,9,33.33333333,11.11111111,55.55555556
2021-04-30,1,3,4,8,12.5,37.5,50
2021-05-01,1,2,6,9,11.11111111,22.22222222,66.66666667
2021-05-02,2,2,3,7,28.57142857,28.57142857,42.85714286
2021-05-03,5,0,3,8,62.5,0,37.5
2021-05-04,3,1,6,10,30,10,60
2021-05-05,3,1,6,10,30,10,60
2021-05-06,3,0,7,10,30,0,70
2021-05-07,4,1,4,9,44.44444444,11.11111111,44.44444444
2021-05-08,2,1,2,5,40,20,40
2021-05-09,2,0,7,9,22.22222222,0,77.77777778
2021-05-10,4,2,3,9,44.44444444,22.22222222,33.33333333
2021-05-11,3,0,7,10,30,0,70
2021-05-12,4,2,3,9,44.44444444,22.22222222,33.33333333
2021-05-13,2,4,4,10,20,40,40
2021-05-14,4,1,5,10,40,10,50
2021-05-15,2,1,3,6,33.33333333,16.66666667,50
2021-05-16,5,2,3,10,50,20,30
2021-05-17,3,3,3,9,33.33333333,33.33333333,33.33333333
2021-05-18,5,3,1,9,55.55555556,33.33333333,11.11111111
2021-05-19,3,5,1,9,33.33333333,55.55555556,11.11111111
2021-05-20,5,1,3,9,55.55555556,11.11111111,33.33333333
2021-05-21,3,1,4,8,37.5,12.5,50
2021-05-22,5,4,1,10,50,40,10
2021-05-23,1,1,7,9,11.11111111,11.11111111,77.77777778
2021-05-24,2,3,5,10,20,30,50
2021-05-25,2,0,7,9,22.22222222,0,77.77777778
2021-05-26,3,3,4,10,30,30,40
2021-05-27,4,1,5,10,40,10,50
2021-05-28,3,2,5,10,30,20,50
2021-05-29,4,1,5,10,40,10,50
2021-05-30,1,1,3,5,20,20,60
2021-05-31,2,3,4,9,22.22222222,33.33333333,44.44444444
2021-06-01,2,3,4,9,22.22222222,33.33333333,44.44444444
2021-06-02,4,2,4,10,40,20,40
2021-06-03,2,2,6,10,20,20,60
2021-06-04,1,1,8,10,10,10,80
2021-06-05,1,0,4,5,20,0,80
2021-06-06,1,3,4,8,12.5,37.5,50
2021-06-07,5,1,3,9,55.55555556,11.11111111,33.33333333
2021-06-08,4,2,2,8,50,25,25
2021-06-09,3,0,4,7,42.85714286,0,57.14285714
2021-06-10,3,5,2,10,30,50,20
2021-06-11,2,2,5,9,22.22222222,22.22222222,55.55555556
2021-06-12,3,0,5,8,37.5,0,62.5
2021-06-13,3,4,2,9,33.33333333,44.44444444,22.22222222
2021-06-14,4,2,4,10,40,20,40
2021-06-15,2,0,6,8,25,0,75
2021-06-16,5,0,3,8,62.5,0,37.5
2021-06-17,2,1,5,8,25,12.5,62.5
2021-06-18,5,0,4,9,55.55555556,0,44.44444444
2021-06-19,3,4,2,9,33.33333333,44.44444444,22.22222222
2021-06-20,4,2,4,10,40,20,40
2021-06-21,3,7,0,10,30,70,0
2021-06-22,1,5,4,10,10,50,40
2021-06-23,3,2,5,10,30,20,50
2021-06-24,5,3,2,10,50,30,20
2021-06-25,4,2,3,9,44.44444444,22.22222222,33.33333333
2021-06-26,2,3,5,10,20,30,50
2021-06-27,4,0,2,6,66.66666667,0,33.33333333
2021-06-28,2,4,3,9,22.22222222,44.44444444,33.33333333
2021-06-29,5,3,2,10,50,30,20
2021-06-30,1,4,5,10,10,40,50
2021-07-01,1,4,5,10,10,40,50
2021-07-02,5,2,2,9,55.55555556,22.22222222,22.22222222
2021-07-03,6,2,2,10,60,20,20
2021-07-04,4,0,6,10,40,0,60
2021-07-05,3,2,5,10,30,20,50
2021-07-06,2,4,3,9,22.22222222,44.44444444,33.33333333
2021-07-07,1,3,5,9,11.11111111,33.33333333,55.55555556
2021-07-08,4,1,5,10,40,10,50
2021-07-09,2,2,3,7,28.57142857,28.57142857,42.85714286
2021-07-10,2,6,2,10,20,60,20
2021-07-11,3,2,1,6,50,33.33333333,16.66666667
2021-07-12,3,3,3,9,33.33333333,33.33333333,33.33333333
2021-07-13,2,2,6,10,20,20,60
2021-07-14,3,5,2,10,30,50,20
2021-07-15,3,3,4,10,30,30,40
2021-07-16,4,1,5,10,40,10,50
2021-07-17,2,2,3,7,28.57142857,28.57142857,42.85714286
2021-07-18,5,1,4,10,50,10,40
2021-07-19,5,2,3,10,50,20,30
2021-07-20,2,5,3,10,20,50,30
2021-07-21,1,2,5,8,12.5,25,62.5
2021-07-22,3,0,4,7,42.85714286,0,57.14285714
2021-07-23,3,1,6,10,30,10,60
2021-07-24,7,0,3,10,70,0,30
2021-07-25,6,1,1,8,75,12.5,12.5
2021-07-26,5,0,5,10,50,0,50
2021-07-27,3,1,5,9,33.33333333,11.11111111,55.55555556
2021-07-28,5,2,3,10,50,20,30
2021-07-29,2,0,7,9,22.22222222,0,77.77777778
2021-07-30,2,2,6,10,20,20,60
2021-07-31,3,3,3,9,33.33333333,33.33333333,33.33333333
2021-08-01,1,1,5,7,14.28571429,14.28571429,71.42857143
2021-08-02,5,2,3,10,50,20,30
2021-08-03,1,1,6,8,12.5,12.5,75
2021-08-04,3,1,6,10,30,10,60
2021-08-05,4,0,6,10,40,0,60
2021-08-06,1,2,6,9,11.11111111,22.22222222,66.66666667
2021-08-07,6,2,0,8,75,25,0
2021-08-08,2,2,5,9,22.22222222,22.22222222,55.55555556
2021-08-09,3,1,6,10,30,10,60
2021-08-10,6,1,3,10,60,10,30
2021-08-11,4,1,5,10,40,10,50
2021-08-12,2,0,7,9,22.22222222,0,77.77777778
2021-08-13,3,0,7,10,30,0,70
2021-08-14,2,1,4,7,28.57142857,14.28571429,57.14285714
2021-08-15,5,0,3,8,62.5,0,37.5
2021-08-16,2,1,7,10,20,10,70
2021-08-17,4,0,5,9,44.44444444,0,55.55555556
2021-08-18,4,0,5,9,44.44444444,0,55.55555556
2021-08-19,6,0,3,9,66.66666667,0,33.33333333
2021-08-20,6,2,2,10,60,20,20
2021-08-21,2,2,4,8,25,25,50
2021-08-22,3,2,5,10,30,20,50
2021-08-23,4,1,4,9,44.44444444,11.11111111,44.44444444
2021-08-24,6,1,1,8,75,12.5,12.5
2021-08-25,3,2,5,10,30,20,50
2021-08-26,2,1,6,9,22.22222222,11.11111111,66.66666667
2021-08-27,4,1,4,9,44.44444444,11.11111111,44.44444444
2021-08-28,2,0,5,7,28.57142857,0,71.42857143
2021-08-29,6,1,2,9,66.66666667,11.11111111,22.22222222
2021-08-30,3,1,5,9,33.33333333,11.11111111,55.55555556
2021-08-31,6,1,2,9,66.66666667,11.11111111,22.22222222
2021-09-01,2,3,5,10,20,30,50
2021-09-02,4,2,4,10,40,20,40
2021-09-03,2,0,8,10,20,0,80
2021-09-04,3,1,2,6,50,16.66666667,33.33333333
2021-09-05,2,3,3,8,25,37.5,37.5
2021-09-06,2,1,4,7,28.57142857,14.28571429,57.14285714
2021-09-07,7,0,2,9,77.77777778,0,22.22222222
2021-09-08,3,5,2,10,30,50,20
2021-09-09,2,1,5,8,25,12.5,62.5
2021-09-10,4,1,4,9,44.44444444,11.11111111,44.44444444
2021-09-11,1,1,2,4,25,25,50
2021-09-12,3,1,4,8,37.5,12.5,50
2021-09-13,2,2,6,10,20,20,60
2021-09-14,2,2,6,10,20,20,60
2021-09-15,4,1,4,9,44.44444444,11.11111111,44.44444444
2021-09-16,4,1,4,9,44.44444444,11.11111111,44.44444444
2021-09-17,2,1,5,8,25,12.5,62.5
2021-09-18,3,0,4,7,42.85714286,0,57.14285714
2021-09-19,1,1,2,4,25,25,50
2021-09-20,2,1,6,9,22.22222222,11.11111111,66.66666667
2021-09-21,6,1,2,9,66.66666667,11.11111111,22.22222222
2021-09-22,1,1,7,9,11.11111111,11.11111111,77.77777778
2021-09-23,4,2,3,9,44.44444444,22.22222222,33.33333333
2021-09-24,4,2,3,9,44.44444444,22.22222222,33.33333333
2021-09-25,3,2,2,7,42.85714286,28.57142857,28.57142857
2021-09-26,1,4,0,5,20,80,0
2021-09-27,4,0,6,10,40,0,60
2021-09-28,3,0,5,8,37.5,0,62.5
2021-09-29,3,1,6,10,30,10,60
2021-09-30,5,3,2,10,50,30,20
2021-10-01,4,1,4,9,44.44444444,11.11111111,44.44444444
2021-10-02,5,1,2,8,62.5,12.5,25
2021-10-03,4,0,3,7,57.14285714,0,42.85714286
2021-10-04,1,1,7,9,11.11111111,11.11111111,77.77777778
2021-10-05,4,1,4,9,44.44444444,11.11111111,44.44444444
2021-10-06,5,0,4,9,55.55555556,0,44.44444444
2021-10-07,2,2,6,10,20,20,60
2021-10-08,3,1,5,9,33.33333333,11.11111111,55.55555556
2021-10-09,5,1,2,8,62.5,12.5,25
2021-10-10,5,1,1,7,71.42857143,14.28571429,14.28571429
2021-10-11,1,2,5,8,12.5,25,62.5
2021-10-12,3,1,6,10,30,10,60
2021-10-13,3,1,6,10,30,10,60
2021-10-14,4,1,4,9,44.44444444,11.11111111,44.44444444
2021-10-15,6,1,3,10,60,10,30
2021-10-16,1,0,3,4,25,0,75
2021-10-17,1,1,5,7,14.28571429,14.28571429,71.42857143
2021-10-18,6,1,3,10,60,10,30
2021-10-19,3,1,4,8,37.5,12.5,50
2021-10-20,3,0,7,10,30,0,70
2021-10-21,4,0,5,9,44.44444444,0,55.55555556
2021-10-22,2,1,6,9,22.22222222,11.11111111,66.66666667
2021-10-23,2,0,3,5,40,0,60
2021-10-24,2,1,3,6,33.33333333,16.66666667,50
2021-10-25,2,1,5,8,25,12.5,62.5
2021-10-26,4,0,6,10,40,0,60
2021-10-27,2,3,5,10,20,30,50
2021-10-28,3,0,6,9,33.33333333,0,66.66666667
2021-10-29,2,1,5,8,25,12.5,62.5
2021-10-30,2,2,6,10,20,20,60
2021-10-31,1,3,4,8,12.5,37.5,50
2021-11-01,2,0,4,6,33.33333333,0,66.66666667
2021-11-02,6,0,3,9,66.66666667,0,33.33333333
2021-11-03,2,1,6,9,22.22222222,11.11111111,66.66666667
2021-11-04,5,2,3,10,50,20,30
2021-11-05,4,3,2,9,44.44444444,33.33333333,22.22222222
2021-11-06,0,0,1,1,0,0,100
2021-11-07,0,2,6,8,0,25,75
2021-11-08,2,0,8,10,20,0,80
2021-11-09,2,0,8,10,20,0,80
2021-11-10,3,2,5,10,30,20,50
2021-11-11,4,0,6,10,40,0,60
2021-11-12,0,2,7,9,0,22.22222222,77.77777778
2021-11-13,3,2,3,8,37.5,25,37.5
2021-11-14,2,2,5,9,22.22222222,22.22222222,55.55555556
2021-11-15,2,2,5,9,22.22222222,22.22222222,55.55555556
2021-11-16,7,0,3,10,70,0,30
2021-11-17,2,4,4,10,20,40,40
2021-11-18,2,1,5,8,25,12.5,62.5
2021-11-19,2,3,5,10,20,30,50
2021-11-20,3,0,6,9,33.33333333,0,66.66666667
2021-11-21,4,1,5,10,40,10,50
2021-11-22,5,2,2,9,55.55555556,22.22222222,22.22222222
2021-11-23,1,2,6,9,11.11111111,22.22222222,66.66666667
2021-11-24,5,0,4,9,55.55555556,0,44.44444444
2021-11-25,4,2,4,10,40,20,40
2021-11-26,2,2,4,8,25,25,50
2021-11-27,0,2,4,6,0,33.33333333,66.66666667
2021-11-28,1,3,3,7,14.28571429,42.85714286,42.85714286
2021-11-29,3,1,5,9,33.33333333,11.11111111,55.55555556
2021-11-30,3,1,6,10,30,10,60
2021-12-01,3,3,4,10,30,30,40
2021-12-02,4,1,4,9,44.44444444,11.11111111,44.44444444
2021-12-03,6,1,2,9,66.66666667,11.11111111,22.22222222
2021-12-04,2,3,4,9,22.22222222,33.33333333,44.44444444
2021-12-05,3,2,5,10,30,20,50
2021-12-06,3,3,2,8,37.5,37.5,25
2021-12-07,3,4,3,10,30,40,30
2021-12-08,5,0,4,9,55.55555556,0,44.44444444
2021-12-09,1,3,6,10,10,30,60
2021-12-10,4,3,3,10,40,30,30
2021-12-11,0,0,6,6,0,0,100
2021-12-12,1,1,3,5,20,20,60
2021-12-13,5,0,5,10,50,0,50
2021-12-14,3,2,3,8,37.5,25,37.5
2021-12-15,2,2,4,8,25,25,50
2021-12-16,2,2,5,9,22.22222222,22.22222222,55.55555556
2021-12-17,2,6,1,9,22.22222222,66.66666667,11.11111111
2021-12-18,4,2,4,10,40,20,40
2021-12-19,1,3,3,7,14.28571429,42.85714286,42.85714286
2021-12-20,3,1,5,9,33.33333333,11.11111111,55.55555556
2021-12-21,3,0,6,9,33.33333333,0,66.66666667
2021-12-22,5,1,3,9,55.55555556,11.11111111,33.33333333
2021-12-23,2,1,7,10,20,10,70
2021-12-24,4,1,4,9,44.44444444,11.11111111,44.44444444
2021-12-25,1,0,4,5,20,0,80
2021-12-26,2,3,4,9,22.22222222,33.33333333,44.44444444
2021-12-27,6,2,2,10,60,20,20
2021-12-28,1,2,6,9,11.11111111,22.22222222,66.66666667
2021-12-29,5,0,5,10,50,0,50
2021-12-30,3,3,2,8,37.5,37.5,25
2021-12-31,4,1,5,10,40,10,50
2022-01-01,2,1,5,8,25,12.5,62.5
2022-01-02,2,1,3,6,33.33333333,16.66666667,50
2022-01-03,2,1,7,10,20,10,70
2022-01-04,5,1,4,10,50,10,40
2022-01-05,2,2,5,9,22.22222222,22.22222222,55.55555556
2022-01-06,4,3,3,10,40,30,30
2022-01-07,2,2,3,7,28.57142857,28.57142857,42.85714286
2022-01-08,1,4,4,9,11.11111111,44.44444444,44.44444444
2022-01-09,1,3,3,7,14.28571429,42.85714286,42.85714286
2022-01-10,1,5,2,8,12.5,62.5,25
2022-01-11,3,2,5,10,30,20,50
2022-01-12,2,2,4,8,25,25,50
2022-01-13,2,3,5,10,20,30,50
2022-01-14,3,2,5,10,30,20,50
2022-01-15,2,2,4,8,25,25,50
2022-01-16,2,0,2,4,50,0,50
2022-01-17,0,0,9,9,0,0,100
2022-01-18,4,3,2,9,44.44444444,33.33333333,22.22222222
2022-01-19,4,2,3,9,44.44444444,22.22222222,33.33333333
2022-01-20,3,1,6,10,30,10,60
2022-01-21,3,4,3,10,30,40,30
2022-01-22,3,4,2,9,33.33333333,44.44444444,22.22222222
2022-01-23,2,1,3,6,33.33333333,16.66666667,50
2022-01-24,2,2,5,9,22.22222222,22.22222222,55.55555556
2022-01-25,3,3,3,9,33.33333333,33.33333333,33.33333333
2022-01-26,4,1,5,10,40,10,50
2022-01-27,5,1,3,9,55.55555556,11.11111111,33.33333333
2022-01-28,5,1,3,9,55.55555556,11.11111111,33.33333333
2022-01-29,2,0,3,5,40,0,60
2022-01-30,2,2,5,9,22.22222222,22.22222222,55.55555556
2022-01-31,0,4,5,9,0,44.44444444,55.55555556
2022-02-01,2,4,3,9,22.22222222,44.44444444,33.33333333
2022-02-02,4,1,3,8,50,12.5,37.5
2022-02-03,2,3,5,10,20,30,50
2022-02-04,4,0,5,9,44.44444444,0,55.55555556
2022-02-05,5,0,4,9,55.55555556,0,44.44444444
2022-02-06,3,1,4,8,37.5,12.5,50
2022-02-07,3,2,5,10,30,20,50
2022-02-08,2,0,8,10,20,0,80
2022-02-09,5,0,4,9,55.55555556,0,44.44444444
2022-02-10,4,0,6,10,40,0,60
2022-02-11,3,1,6,10,30,10,60
2022-02-12,6,0,4,10,60,0,40
2022-02-13,2,1,7,10,20,10,70
2022-02-14,3,1,5,9,33.33333333,11.11111111,55.55555556
2022-02-15,5,1,4,10,50,10,40
2022-02-16,3,2,4,9,33.33333333,22.22222222,44.44444444
2022-02-17,3,2,4,9,33.33333333,22.22222222,44.44444444
2022-02-18,3,2,4,9,33.33333333,22.22222222,44.44444444
2022-02-19,5,1,2,8,62.5,12.5,25
2022-02-20,3,1,4,8,37.5,12.5,50
2022-02-21,1,2,6,9,11.11111111,22.22222222,66.66666667
2022-02-22,2,3,4,9,22.22222222,33.33333333,44.44444444
2022-02-23,2,0,8,10,20,0,80
2022-02-24,3,4,3,10,30,40,30
2022-02-25,3,2,4,9,33.33333333,22.22222222,44.44444444
2022-02-26,1,2,5,8,12.5,25,62.5
2022-02-27,4,0,4,8,50,0,50
2022-02-28,1,1,7,9,11.11111111,11.11111111,77.77777778
2022-03-01,3,3,3,9,33.33333333,33.33333333,33.33333333
2022-03-02,4,2,4,10,40,20,40
2022-03-03,3,2,5,10,30,20,50
2022-03-04,4,1,3,8,50,12.5,37.5
2022-03-05,2,1,5,8,25,12.5,62.5
2022-03-06,3,1,6,10,30,10,60
2022-03-07,3,1,5,9,33.33333333,11.11111111,55.55555556
2022-03-08,4,6,0,10,40,60,0
2022-03-09,2,2,6,10,20,20,60
2022-03-10,4,2,3,9,44.44444444,22.22222222,33.33333333
2022-03-11,1,4,4,9,11.11111111,44.44444444,44.44444444
2022-03-12,2,1,7,10,20,10,70
2022-03-13,3,2,4,9,33.33333333,22.22222222,44.44444444
2022-03-14,2,6,2,10,20,60,20
2022-03-15,4,2,3,9,44.44444444,22.22222222,33.33333333
2022-03-16,2,1,5,8,25,12.5,62.5
2022-03-17,1,0,6,7,14.28571429,0,85.71428571
2022-03-18,2,4,4,10,20,40,40
2022-03-19,3,1,5,9,33.33333333,11.11111111,55.55555556
2022-03-20,5,0,1,6,83.33333333,0,16.66666667
2022-03-21,5,0,2,7,71.42857143,0,28.57142857
2022-03-22,5,0,3,8,62.5,0,37.5
